j	t1(j)	t2(j)	t3(j)	t4(j)
2.68	2.09203	3.2878	4.27851	5.22539
2.69	2.10491	3.30536	4.29947	5.24954
2.7	2.1178	3.32291	4.32042	5.27367
2.71	2.13069	3.34046	4.34135	5.29777
2.72	2.14359	3.358	4.36226	5.32185
2.73	2.15649	3.37553	4.38316	5.34591
2.74	2.16939	3.39305	4.40404	5.36995
2.75	2.18229	3.41057	4.42491	5.39396
2.76	2.1952	3.42809	4.44577	5.41795
2.77	2.20812	3.4456	4.4666	5.44192
2.78	2.22103	3.4631	4.48743	5.46587
2.79	2.23395	3.4806	4.50824	5.4898
2.8	2.24688	3.49809	4.52903	5.5137
2.81	2.25981	3.51557	4.54982	5.53759
2.82	2.27274	3.53305	4.57058	5.56145
2.83	2.28568	3.55053	4.59134	5.58529
2.84	2.29863	3.568	4.61208	5.60912
2.85	2.31158	3.58546	4.63281	5.63292
2.86	2.32453	3.60293	4.65352	5.6567
2.87	2.33749	3.62038	4.67423	5.68047
2.88	2.35045	3.63783	4.69492	5.70421
2.89	2.36342	3.65528	4.71559	5.72794
2.9	2.37639	3.67272	4.73626	5.75165
2.91	2.38937	3.69016	4.75691	5.77534
2.92	2.40235	3.7076	4.77755	5.79901
2.93	2.41534	3.72503	4.79818	5.82266
2.94	2.42833	3.74245	4.8188	5.8463
2.95	2.44133	3.75987	4.83941	5.86991
2.96	2.45434	3.77729	4.86	5.89351
2.97	2.46735	3.79471	4.88058	5.91709
2.98	2.48036	3.81212	4.90116	5.94066
2.99	2.49338	3.82953	4.92172	5.96421
3	2.50641	3.84693	4.94227	5.98774
3.01	2.51944	3.86433	4.96281	6.01125
3.02	2.53248	3.88173	4.98334	6.03475
3.03	2.54553	3.89913	5.00386	6.05823
3.04	2.55858	3.91652	5.02437	6.0817
3.05	2.57163	3.93391	5.04487	6.10515
3.06	2.58469	3.95129	5.06536	6.12858
3.07	2.59776	3.96867	5.08584	6.152
3.08	2.61084	3.98605	5.10631	6.1754
3.09	2.62392	4.00343	5.12677	6.19879
3.1	2.637	4.02081	5.14722	6.22216
3.11	2.6501	4.03818	5.16766	6.24552
3.12	2.6632	4.05555	5.18809	6.26887
3.13	2.6763	4.07292	5.20852	6.2922
3.14	2.68941	4.09028	5.22893	6.31551
3.15	2.70253	4.10764	5.24934	6.33881
3.16	2.71566	4.12501	5.26974	6.3621
3.17	2.72879	4.14236	5.29012	6.38537
3.18	2.74193	4.15972	5.3105	6.40863
3.19	2.75507	4.17708	5.33088	6.43187
3.2	2.76822	4.19443	5.35124	6.4551
3.21	2.78138	4.21178	5.3716	6.47832
3.22	2.79455	4.22913	5.39194	6.50153
3.23	2.80772	4.24648	5.41228	6.52472
3.24	2.8209	4.26382	5.43262	6.5479
3.25	2.83408	4.28117	5.45294	6.57106
3.26	2.84727	4.29851	5.47326	6.59421
3.27	2.86047	4.31585	5.49357	6.61735
3.28	2.87368	4.33319	5.51387	6.64048
3.29	2.88689	4.35053	5.53416	6.6636
3.3	2.90011	4.36786	5.55445	6.6867
3.31	2.91334	4.3852	5.57473	6.70979
3.32	2.92657	4.40254	5.59501	6.73287
3.33	2.93982	4.41987	5.61527	6.75594
3.34	2.95306	4.4372	5.63553	6.779
3.35	2.96632	4.45453	5.65578	6.80204
3.36	2.97958	4.47186	5.67603	6.82507
3.37	2.99285	4.48919	5.69627	6.84809
3.38	3.00613	4.50652	5.71651	6.8711
3.39	3.01941	4.52385	5.73673	6.8941
3.4	3.03271	4.54118	5.75695	6.91709
3.41	3.04601	4.5585	5.77717	6.94007
3.42	3.05931	4.57583	5.79738	6.96303
3.43	3.07263	4.59315	5.81758	6.98599
3.44	3.08595	4.61048	5.83778	7.00893
3.45	3.09928	4.6278	5.85797	7.03187
3.46	3.11261	4.64513	5.87815	7.05479
3.47	3.12596	4.66245	5.89833	7.07771
3.48	3.13931	4.67977	5.91851	7.10061
3.49	3.15267	4.6971	5.93867	7.1235
3.5	3.16604	4.71442	5.95884	7.14639
3.51	3.17941	4.73174	5.97899	7.16926
3.52	3.19279	4.74906	5.99915	7.19212
3.53	3.20618	4.76638	6.01929	7.21498
3.54	3.21958	4.78371	6.03943	7.23782
3.55	3.23298	4.80103	6.05957	7.26066
3.56	3.2464	4.81835	6.0797	7.28348
3.57	3.25982	4.83567	6.09983	7.3063
3.58	3.27325	4.85299	6.11995	7.32911
3.59	3.28668	4.87031	6.14007	7.3519
3.6	3.30012	4.88764	6.16018	7.37469
3.61	3.31358	4.90496	6.18029	7.39747
3.62	3.32704	4.92228	6.20039	7.42024
3.63	3.3405	4.9396	6.22049	7.44301
3.64	3.35398	4.95693	6.24058	7.46576
3.65	3.36746	4.97425	6.26067	7.4885
3.66	3.38095	4.99157	6.28076	7.51124
3.67	3.39445	5.0089	6.30084	7.53397
3.68	3.40796	5.02622	6.32091	7.55669
3.69	3.42147	5.04354	6.34099	7.5794
3.7	3.43499	5.06087	6.36105	7.6021
3.71	3.44852	5.0782	6.38112	7.62479
3.72	3.46206	5.09552	6.40118	7.64748
3.73	3.47561	5.11285	6.42123	7.67016
3.74	3.48916	5.13018	6.44129	7.69283
3.75	3.50272	5.1475	6.46134	7.71549
3.76	3.51629	5.16483	6.48138	7.73815
3.77	3.52987	5.18216	6.50142	7.76079
3.78	3.54346	5.19949	6.52146	7.78343
3.79	3.55705	5.21682	6.54149	7.80607
3.8	3.57065	5.23416	6.56152	7.82869
3.81	3.58426	5.25149	6.58155	7.85131
3.82	3.59788	5.26882	6.60157	7.87392
3.83	3.61151	5.28616	6.62159	7.89652
3.84	3.62514	5.30349	6.64161	7.91911
3.85	3.63879	5.32083	6.66162	7.9417
3.86	3.65244	5.33817	6.68163	7.96428
3.87	3.6661	5.35551	6.70164	7.98686
3.88	3.67976	5.37285	6.72164	8.00942
3.89	3.69344	5.39019	6.74164	8.03198
3.9	3.70712	5.40753	6.76164	8.05454
3.91	3.72081	5.42487	6.78163	8.07708
3.92	3.73451	5.44222	6.80162	8.09962
3.93	3.74822	5.45956	6.82161	8.12216
3.94	3.76194	5.47691	6.8416	8.14468
3.95	3.77566	5.49426	6.86158	8.1672
3.96	3.78939	5.5116	6.88156	8.18972
3.97	3.80313	5.52895	6.90154	8.21222
3.98	3.81688	5.54631	6.92151	8.23472
3.99	3.83064	5.56366	6.94149	8.25722
4	3.84441	5.58101	6.96146	8.27971
4.01	3.85818	5.59837	6.98142	8.30219
4.02	3.87196	5.61573	7.00139	8.32466
4.03	3.88575	5.63309	7.02135	8.34713
4.04	3.89955	5.65045	7.04131	8.3696
4.05	3.91336	5.66781	7.06127	8.39206
4.06	3.92717	5.68517	7.08122	8.41451
4.07	3.941	5.70254	7.10117	8.43695
4.08	3.95483	5.7199	7.12112	8.45939
4.09	3.96867	5.73727	7.14107	8.48183
4.1	3.98252	5.75464	7.16102	8.50426
