j	t1(j)	t2(j)	t3(j)	t4(j)
3.69	3.32392	5.55693	7.86862	10.2169
3.7	3.33529	5.57224	7.88772	10.2396
3.71	3.34668	5.58756	7.90683	10.2623
3.72	3.35808	5.6029	7.92594	10.285
3.73	3.36949	5.61824	7.94505	10.3077
3.74	3.38092	5.63358	7.96417	10.3304
3.75	3.39236	5.64894	7.98329	10.3531
3.76	3.40381	5.66431	8.00242	10.3759
3.77	3.41528	5.67969	8.02156	10.3986
3.78	3.42676	5.69507	8.04069	10.4213
3.79	3.43826	5.71047	8.05984	10.444
3.8	3.44977	5.72587	8.07899	10.4667
3.81	3.46129	5.74129	8.09814	10.4895
3.82	3.47283	5.75671	8.1173	10.5122
3.83	3.48438	5.77215	8.13646	10.5349
3.84	3.49594	5.78759	8.15563	10.5576
3.85	3.50752	5.80304	8.1748	10.5804
3.86	3.51911	5.8185	8.19398	10.6031
3.87	3.53072	5.83397	8.21317	10.6258
3.88	3.54234	5.84945	8.23236	10.6486
3.89	3.55397	5.86494	8.25155	10.6713
3.9	3.56562	5.88044	8.27075	10.694
3.91	3.57728	5.89595	8.28995	10.7168
3.92	3.58895	5.91146	8.30916	10.7395
3.93	3.60064	5.92699	8.32838	10.7622
3.94	3.61234	5.94253	8.3476	10.785
3.95	3.62405	5.95807	8.36683	10.8077
3.96	3.63578	5.97363	8.38606	10.8305
3.97	3.64752	5.98919	8.40529	10.8532
3.98	3.65928	6.00477	8.42454	10.876
3.99	3.67104	6.02035	8.44378	10.8987
4	3.68283	6.03595	8.46304	10.9215
4.01	3.69462	6.05155	8.48229	10.9442
4.02	3.70643	6.06716	8.50156	10.967
4.03	3.71826	6.08278	8.52083	10.9897
4.04	3.73009	6.09841	8.5401	11.0125
4.05	3.74194	6.11406	8.55938	11.0353
4.06	3.75381	6.12971	8.57867	11.058
4.07	3.76568	6.14537	8.59796	11.0808
4.08	3.77758	6.16104	8.61726	11.1036
4.09	3.78948	6.17672	8.63656	11.1263
4.1	3.8014	6.1924	8.65587	11.1491
