j	t1(j)	t2(j)	t3(j)	t4(j)
3.76	4.44013	5.7647	6.85163	7.86493
3.77	4.45823	5.78516	6.87395	7.88887
3.78	4.47633	5.80562	6.89627	7.91281
3.79	4.49443	5.82608	6.91859	7.93674
3.8	4.51253	5.84653	6.94089	7.96066
3.81	4.53062	5.86698	6.96319	7.98458
3.82	4.54871	5.88742	6.98549	8.00848
3.83	4.5668	5.90786	7.00778	8.03239
3.84	4.58489	5.9283	7.03006	8.05628
3.85	4.60298	5.94872	7.05234	8.08016
3.86	4.62106	5.96915	7.07461	8.10404
3.87	4.63915	5.98957	7.09687	8.12792
3.88	4.65723	6.00998	7.11913	8.15178
3.89	4.67531	6.0304	7.14139	8.17564
3.9	4.69339	6.0508	7.16363	8.19949
3.91	4.71147	6.0712	7.18587	8.22333
3.92	4.72954	6.0916	7.20811	8.24717
3.93	4.74761	6.112	7.23034	8.271
3.94	4.76569	6.13239	7.25256	8.29482
3.95	4.78376	6.15277	7.27478	8.31864
3.96	4.80182	6.17315	7.29699	8.34245
3.97	4.81989	6.19353	7.3192	8.36625
3.98	4.83796	6.2139	7.3414	8.39004
3.99	4.85602	6.23427	7.3636	8.41383
4	4.87408	6.25463	7.38579	8.43761
4.01	4.89214	6.27499	7.40797	8.46139
4.02	4.9102	6.29534	7.43015	8.48515
4.03	4.92826	6.31569	7.45232	8.50892
4.04	4.94631	6.33604	7.47449	8.53267
4.05	4.96437	6.35638	7.49665	8.55642
4.06	4.98242	6.37672	7.5188	8.58016
4.07	5.00047	6.39705	7.54095	8.60389
4.08	5.01852	6.41738	7.5631	8.62762
4.09	5.03656	6.43771	7.58523	8.65134
4.1	5.05461	6.45803	7.60737	8.67505
