A	q	Phi	tau	dq/dA	dPhi/dA	dtau/dA	d2q/dA2	d2Phi/dA2	d2tau/dA2	d3tau/dA3
-78.57	-4.20685e-36	123.2	101.239	-4.23311e-36	-1.50467	-2.19908	-4.25987e-36	-5.84457e-05	0.0201223	6.79802e-05
-78.56	-4.2494e-36	123.184	101.217	-4.27593e-36	-1.50467	-2.19888	-4.30295e-36	-5.84604e-05	0.020123	6.79164e-05
-78.55	-4.29237e-36	123.169	101.195	-4.31917e-36	-1.50468	-2.19868	-4.34648e-36	-5.8475e-05	0.0201237	6.78521e-05
-78.54	-4.33578e-36	123.154	101.173	-4.36286e-36	-1.50468	-2.19848	-4.39044e-36	-5.84897e-05	0.0201244	6.77802e-05
-78.53	-4.37963e-36	123.139	101.151	-4.40698e-36	-1.50468	-2.19828	-4.43485e-36	-5.85043e-05	0.020125	6.77502e-05
-78.52	-4.42393e-36	123.124	101.129	-4.45156e-36	-1.50468	-2.19807	-4.47971e-36	-5.8519e-05	0.0201257	6.77815e-05
-78.51	-4.46867e-36	123.109	101.107	-4.49658e-36	-1.50468	-2.19787	-4.52502e-36	-5.85336e-05	0.0201264	6.79127e-05
-78.5	-4.51386e-36	123.094	101.085	-4.54206e-36	-1.50468	-2.19767	-4.57079e-36	-5.85483e-05	0.0201271	6.80216e-05
-78.49	-4.55951e-36	123.079	101.063	-4.588e-36	-1.50468	-2.19747	-4.61702e-36	-5.8563e-05	0.0201278	6.80822e-05
-78.48	-4.60562e-36	123.064	101.041	-4.6344e-36	-1.50468	-2.19727	-4.66372e-36	-5.85777e-05	0.0201284	6.80522e-05
-78.47	-4.6522e-36	123.049	101.019	-4.68127e-36	-1.50468	-2.19707	-4.7109e-36	-5.85924e-05	0.0201291	6.79645e-05
-78.46	-4.69925e-36	123.034	100.997	-4.72862e-36	-1.50468	-2.19687	-4.75855e-36	-5.86071e-05	0.0201298	6.78964e-05
-78.45	-4.74677e-36	123.019	100.975	-4.77645e-36	-1.50468	-2.19667	-4.80668e-36	-5.86218e-05	0.0201305	6.78445e-05
-78.44	-4.79478e-36	123.004	100.953	-4.82476e-36	-1.50468	-2.19646	-4.8553e-36	-5.86365e-05	0.0201312	6.78431e-05
-78.43	-4.84327e-36	122.989	100.931	-4.87355e-36	-1.50468	-2.19626	-4.90441e-36	-5.86512e-05	0.0201318	6.79606e-05
-78.42	-4.89225e-36	122.974	100.909	-4.92285e-36	-1.50468	-2.19606	-4.95402e-36	-5.86659e-05	0.0201325	6.80936e-05
-78.41	-4.94173e-36	122.959	100.887	-4.97264e-36	-1.50468	-2.19586	-5.00413e-36	-5.86806e-05	0.0201332	6.81383e-05
-78.4	-4.9917e-36	122.944	100.865	-5.02293e-36	-1.50468	-2.19566	-5.05474e-36	-5.86954e-05	0.0201339	6.81561e-05
-78.39	-5.04219e-36	122.929	100.843	-5.07373e-36	-1.50468	-2.19546	-5.10587e-36	-5.87101e-05	0.0201346	6.80886e-05
-78.38	-5.09318e-36	122.914	100.821	-5.12505e-36	-1.50469	-2.19526	-5.15752e-36	-5.87248e-05	0.0201352	6.80186e-05
-78.37	-5.14469e-36	122.899	100.799	-5.17688e-36	-1.50469	-2.19505	-5.20968e-36	-5.87396e-05	0.0201359	6.79448e-05
-78.36	-5.19672e-36	122.884	100.777	-5.22924e-36	-1.50469	-2.19485	-5.26238e-36	-5.87543e-05	0.0201366	6.79339e-05
-78.35	-5.24928e-36	122.868	100.755	-5.28213e-36	-1.50469	-2.19465	-5.31561e-36	-5.87691e-05	0.0201373	6.80132e-05
-78.34	-5.30236e-36	122.853	100.733	-5.33556e-36	-1.50469	-2.19445	-5.36938e-36	-5.87839e-05	0.020138	6.8142e-05
-78.33	-5.35599e-36	122.838	100.711	-5.38952e-36	-1.50469	-2.19425	-5.42369e-36	-5.87986e-05	0.0201387	6.8242e-05
-78.32	-5.41016e-36	122.823	100.689	-5.44403e-36	-1.50469	-2.19405	-5.47855e-36	-5.88134e-05	0.0201393	6.82499e-05
-78.31	-5.46487e-36	122.808	100.667	-5.4991e-36	-1.50469	-2.19385	-5.53396e-36	-5.88282e-05	0.02014	6.82045e-05
-78.3	-5.52014e-36	122.793	100.645	-5.55472e-36	-1.50469	-2.19364	-5.58994e-36	-5.8843e-05	0.0201407	6.81395e-05
-78.29	-5.57597e-36	122.778	100.624	-5.6109e-36	-1.50469	-2.19344	-5.64648e-36	-5.88578e-05	0.0201414	6.80577e-05
-78.28	-5.63236e-36	122.763	100.602	-5.66765e-36	-1.50469	-2.19324	-5.7036e-36	-5.88726e-05	0.0201421	6.80213e-05
-78.27	-5.68932e-36	122.748	100.58	-5.72497e-36	-1.50469	-2.19304	-5.76129e-36	-5.88874e-05	0.0201427	6.80637e-05
-78.26	-5.74686e-36	122.733	100.558	-5.78287e-36	-1.50469	-2.19284	-5.81957e-36	-5.89022e-05	0.0201434	6.81845e-05
-78.25	-5.80498e-36	122.718	100.536	-5.84136e-36	-1.50469	-2.19264	-5.87843e-36	-5.8917e-05	0.0201441	6.83012e-05
-78.24	-5.86369e-36	122.703	100.514	-5.90044e-36	-1.50469	-2.19244	-5.93789e-36	-5.89318e-05	0.0201448	6.83414e-05
-78.23	-5.92299e-36	122.688	100.492	-5.96012e-36	-1.50469	-2.19223	-5.99795e-36	-5.89466e-05	0.0201455	6.83157e-05
