z	u	VVM	VAVM	VPSM	VSM	VSAVM
8.51095	8.52076	294.729	294.733	301.004	3.05237e+27	1.52166e+161
8.51037	8.52019	294.689	294.693	300.964	3.02217e+27	1.44752e+161
8.5098	8.51961	294.649	294.652	300.924	2.99226e+27	1.37699e+161
8.50923	8.51904	294.608	294.612	300.884	2.96266e+27	1.3099e+161
8.50865	8.51847	294.568	294.572	300.844	2.93334e+27	1.24608e+161
8.50808	8.51789	294.528	294.532	300.803	2.90432e+27	1.18537e+161
8.5075	8.51732	294.488	294.492	300.763	2.87558e+27	1.12761e+161
8.50693	8.51674	294.448	294.452	300.723	2.84713e+27	1.07267e+161
8.50636	8.51617	294.408	294.412	300.683	2.81895e+27	1.02041e+161
8.50578	8.51559	294.368	294.371	300.643	2.79106e+27	9.7069e+160
8.50521	8.51502	294.327	294.331	300.603	2.76344e+27	9.23395e+160
8.50463	8.51445	294.287	294.291	300.563	2.7361e+27	8.78405e+160
8.50406	8.51387	294.247	294.251	300.522	2.70903e+27	8.35606e+160
8.50348	8.5133	294.207	294.211	300.482	2.68222e+27	7.94893e+160
8.50291	8.51272	294.167	294.171	300.442	2.65568e+27	7.56164e+160
8.50234	8.51215	294.127	294.13	300.402	2.6294e+27	7.19321e+160
8.50176	8.51157	294.086	294.09	300.362	2.60339e+27	6.84274e+160
8.50119	8.511	294.046	294.05	300.322	2.57763e+27	6.50934e+160
8.50061	8.51042	294.006	294.01	300.282	2.55212e+27	6.19219e+160
8.50004	8.50985	293.966	293.97	300.241	2.52687e+27	5.89049e+160
8.49946	8.50927	293.926	293.93	300.201	2.50187e+27	5.60348e+160
8.49889	8.5087	293.886	293.889	300.161	2.47711e+27	5.33047e+160
8.49831	8.50812	293.845	293.849	300.121	2.4526e+27	5.07075e+160
8.49774	8.50755	293.805	293.809	300.081	2.42833e+27	4.82369e+160
8.49716	8.50697	293.765	293.769	300.041	2.40431e+27	4.58866e+160
8.49659	8.5064	293.725	293.729	300.001	2.38052e+27	4.36509e+160
8.49601	8.50582	293.685	293.689	299.96	2.35696e+27	4.15241e+160
8.49544	8.50525	293.645	293.648	299.92	2.33364e+27	3.9501e+160
8.49486	8.50467	293.604	293.608	299.88	2.31055e+27	3.75764e+160
8.49429	8.5041	293.564	293.568	299.84	2.28769e+27	3.57455e+160
8.49371	8.50352	293.524	293.528	299.8	2.26505e+27	3.40039e+160
8.49314	8.50295	293.484	293.488	299.76	2.24264e+27	3.23471e+160
8.49256	8.50237	293.444	293.448	299.72	2.22045e+27	3.07711e+160
8.49199	8.5018	293.404	293.408	299.679	2.19848e+27	2.92718e+160
8.49141	8.50122	293.364	293.367	299.639	2.17672e+27	2.78456e+160
8.49084	8.50065	293.323	293.327	299.599	2.15519e+27	2.64889e+160
8.49026	8.50007	293.283	293.287	299.559	2.13386e+27	2.51983e+160
8.48969	8.4995	293.243	293.247	299.519	2.11275e+27	2.39706e+160
8.48911	8.49892	293.203	293.207	299.479	2.09184e+27	2.28027e+160
8.48854	8.49834	293.163	293.167	299.439	2.07115e+27	2.16917e+160
8.48796	8.49777	293.123	293.126	299.398	2.05065e+27	2.06348e+160
