j	t1(j)	t2(j)	t3(j)	t4(j)
3.91	0.564718	2.05324	3.457	4.83545
3.92	0.563776	2.05331	3.4578	4.83672
3.93	0.562832	2.05337	3.4586	4.83799
3.94	0.561884	2.05342	3.45939	4.83926
3.95	0.560935	2.05347	3.46018	4.84051
3.96	0.559982	2.05351	3.46096	4.84176
3.97	0.559027	2.05355	3.46174	4.84301
3.98	0.55807	2.05359	3.46251	4.84425
3.99	0.55711	2.05362	3.46327	4.84548
4	0.556147	2.05364	3.46403	4.84671
4.01	0.555182	2.05366	3.46479	4.84794
4.02	0.554215	2.05367	3.46553	4.84915
4.03	0.553245	2.05368	3.46628	4.85037
4.04	0.552272	2.05368	3.46701	4.85157
4.05	0.551297	2.05368	3.46774	4.85277
4.06	0.55032	2.05368	3.46847	4.85397
4.07	0.54934	2.05367	3.46919	4.85516
4.08	0.548358	2.05365	3.4699	4.85634
4.09	0.547373	2.05363	3.47061	4.85752
4.1	0.546386	2.0536	3.47132	4.85869
