j	t1(j)	t2(j)	t3(j)	t4(j)
3.02	1.92877	3.16802	4.37928	5.67388
3.03	1.93329	3.17454	4.38568	5.68032
3.04	1.9378	3.18106	4.39208	5.68675
3.05	1.94229	3.18757	4.39848	5.69317
3.06	1.94677	3.19407	4.40487	5.69958
3.07	1.95122	3.20056	4.41126	5.70598
3.08	1.95566	3.20705	4.41765	5.71238
3.09	1.96008	3.21352	4.42403	5.71876
3.1	1.96448	3.21999	4.43041	5.72514
3.11	1.96887	3.22644	4.43679	5.73151
3.12	1.97324	3.23289	4.44317	5.73788
3.13	1.97759	3.23933	4.44954	5.74424
3.14	1.98193	3.24576	4.45591	5.75059
3.15	1.98625	3.25218	4.46228	5.75693
3.16	1.99055	3.25858	4.46865	5.76326
3.17	1.99484	3.26498	4.47501	5.76959
3.18	1.99911	3.27137	4.48137	5.77591
3.19	2.00337	3.27775	4.48773	5.78222
3.2	2.0076	3.28412	4.49408	5.78853
3.21	2.01183	3.29048	4.50044	5.79483
3.22	2.01603	3.29683	4.50679	5.80112
3.23	2.02022	3.30317	4.51314	5.80741
3.24	2.0244	3.3095	4.51949	5.81369
3.25	2.02856	3.31582	4.52583	5.81996
3.26	2.0327	3.32212	4.53218	5.82623
3.27	2.03682	3.32842	4.53852	5.83249
3.28	2.04094	3.33471	4.54486	5.83874
3.29	2.04503	3.34098	4.5512	5.84499
3.3	2.04911	3.34724	4.55753	5.85123
3.31	2.05318	3.3535	4.56387	5.85746
3.32	2.05723	3.35974	4.5702	5.86369
3.33	2.06126	3.36597	4.57653	5.86991
3.34	2.06528	3.37219	4.58286	5.87613
3.35	2.06929	3.37839	4.58918	5.88234
3.36	2.07328	3.38459	4.59551	5.88855
3.37	2.07725	3.39077	4.60183	5.89474
3.38	2.08121	3.39695	4.60815	5.90094
3.39	2.08516	3.40311	4.61447	5.90713
3.4	2.08909	3.40926	4.62079	5.91331
3.41	2.09301	3.41539	4.62711	5.91949
3.42	2.09691	3.42152	4.63342	5.92566
3.43	2.1008	3.42763	4.63974	5.93182
3.44	2.10468	3.43373	4.64605	5.93798
3.45	2.10854	3.43982	4.65236	5.94414
3.46	2.11238	3.44589	4.65867	5.95029
3.47	2.11621	3.45196	4.66498	5.95644
3.48	2.12003	3.45801	4.67128	5.96258
3.49	2.12384	3.46404	4.67759	5.96871
3.5	2.12763	3.47007	4.68389	5.97484
3.51	2.1314	3.47608	4.69019	5.98097
3.52	2.13517	3.48208	4.69649	5.98709
3.53	2.13892	3.48807	4.70279	5.99321
3.54	2.14266	3.49404	4.70909	5.99932
3.55	2.14638	3.5	4.71538	6.00543
3.56	2.15009	3.50595	4.72168	6.01153
3.57	2.15379	3.51188	4.72797	6.01763
3.58	2.15747	3.5178	4.73426	6.02372
3.59	2.16114	3.52371	4.74055	6.02981
3.6	2.1648	3.52961	4.74683	6.0359
3.61	2.16845	3.53549	4.75312	6.04198
3.62	2.17208	3.54136	4.7594	6.04806
3.63	2.1757	3.54721	4.76569	6.05413
3.64	2.17931	3.55305	4.77197	6.0602
3.65	2.1829	3.55888	4.77825	6.06626
3.66	2.18648	3.56469	4.78452	6.07232
3.67	2.19005	3.57049	4.7908	6.07838
3.68	2.19361	3.57627	4.79707	6.08444
3.69	2.19716	3.58204	4.80335	6.09049
3.7	2.20069	3.5878	4.80962	6.09653
