j	t1(j)	t2(j)	t3(j)	t4(j)
3.68	4.28619	6.12596	7.7971	9.40791
3.69	4.30126	6.14388	7.81685	9.42891
3.7	4.31633	6.16181	7.83659	9.44992
3.71	4.33142	6.17974	7.85635	9.47092
3.72	4.34651	6.19768	7.87611	9.49194
3.73	4.36162	6.21563	7.89588	9.51296
3.74	4.37674	6.23359	7.91565	9.53398
3.75	4.39187	6.25155	7.93543	9.55501
3.76	4.40702	6.26952	7.95521	9.57604
3.77	4.42217	6.28751	7.97501	9.59707
3.78	4.43733	6.3055	7.99481	9.61812
3.79	4.45251	6.32349	8.01461	9.63916
3.8	4.4677	6.3415	8.03442	9.66021
3.81	4.4829	6.35952	8.05424	9.68127
3.82	4.49811	6.37754	8.07407	9.70233
3.83	4.51333	6.39557	8.0939	9.7234
3.84	4.52856	6.41361	8.11373	9.74447
3.85	4.54381	6.43165	8.13358	9.76554
3.86	4.55906	6.44971	8.15343	9.78662
3.87	4.57433	6.46777	8.17328	9.80771
3.88	4.58961	6.48584	8.19315	9.8288
3.89	4.6049	6.50392	8.21302	9.84989
3.9	4.6202	6.52201	8.23289	9.87099
3.91	4.63551	6.5401	8.25277	9.8921
3.92	4.65084	6.55821	8.27266	9.91321
3.93	4.66617	6.57632	8.29255	9.93432
3.94	4.68152	6.59444	8.31246	9.95544
3.95	4.69688	6.61256	8.33236	9.97656
3.96	4.71225	6.6307	8.35228	9.99769
3.97	4.72763	6.64884	8.37219	10.0188
3.98	4.74302	6.66699	8.39212	10.04
3.99	4.75842	6.68515	8.41205	10.0611
4	4.77384	6.70332	8.43199	10.0822
4.01	4.78927	6.7215	8.45193	10.1034
4.02	4.8047	6.73968	8.47189	10.1246
4.03	4.82015	6.75787	8.49184	10.1457
4.04	4.83561	6.77607	8.51181	10.1669
4.05	4.85108	6.79428	8.53178	10.1881
4.06	4.86657	6.8125	8.55175	10.2092
4.07	4.88206	6.83072	8.57173	10.2304
4.08	4.89757	6.84895	8.59172	10.2516
4.09	4.91308	6.86719	8.61172	10.2728
4.1	4.92861	6.88544	8.63172	10.294
