j	t1(j)	t2(j)	t3(j)	t4(j)
3.75	3.58414	5.83535	8.15101	10.4961
3.76	3.59622	5.85125	8.17059	10.5192
3.77	3.60832	5.86717	8.19018	10.5423
3.78	3.62043	5.88309	8.20977	10.5654
3.79	3.63255	5.89902	8.22936	10.5885
3.8	3.64468	5.91496	8.24896	10.6116
3.81	3.65683	5.9309	8.26856	10.6347
3.82	3.66899	5.94686	8.28817	10.6578
3.83	3.68116	5.96282	8.30778	10.6809
3.84	3.69335	5.9788	8.32739	10.704
3.85	3.70554	5.99478	8.34701	10.7271
3.86	3.71775	6.01076	8.36664	10.7502
3.87	3.72998	6.02676	8.38626	10.7733
3.88	3.74221	6.04277	8.4059	10.7964
3.89	3.75446	6.05878	8.42553	10.8195
3.9	3.76672	6.07481	8.44517	10.8426
3.91	3.77899	6.09084	8.46482	10.8657
3.92	3.79128	6.10688	8.48447	10.8888
3.93	3.80358	6.12292	8.50412	10.912
3.94	3.81589	6.13898	8.52378	10.9351
3.95	3.82821	6.15505	8.54344	10.9582
3.96	3.84055	6.17112	8.56311	10.9813
3.97	3.8529	6.1872	8.58278	11.0044
3.98	3.86526	6.20329	8.60246	11.0275
3.99	3.87764	6.21939	8.62214	11.0506
4	3.89002	6.2355	8.64183	11.0737
4.01	3.90242	6.25162	8.66152	11.0969
4.02	3.91484	6.26774	8.68121	11.12
4.03	3.92726	6.28388	8.70091	11.1431
4.04	3.9397	6.30002	8.72062	11.1662
4.05	3.95215	6.31617	8.74033	11.1893
4.06	3.96461	6.33233	8.76004	11.2125
4.07	3.97709	6.3485	8.77976	11.2356
4.08	3.98958	6.36467	8.79948	11.2587
4.09	4.00208	6.38086	8.81921	11.2818
4.1	4.01459	6.39705	8.83895	11.305
